가로등위치명,위도,경도
세종특별자치시 도담동 725,36.5115895,127.2541781
금남면 황용리 72,36.4752861,127.3282372
세종특별자치시 대평동 586-9,36.4693319,127.2712459
소담동 소담동,36.4820152,127.3077436
금남면 장재리 213-9,36.4777336,127.3133568
금남면 황용리 414-11,36.4750735,127.3273736
세종특별자치시 어진동 742,36.4981651,127.26644
세종특별자치시 나성동 726,36.4772348,127.2643382
금남면 황용리 414-11,36.475796,127.3244325
세종특별자치시 나성동 143-3,36.4790779,127.2636289
금남면 장재리 213-9,36.4791699,127.3092485
금남면 두만리 410-7,36.4362531,127.2861613
세종특별자치시 한솔동 1227,36.48264277,127.256276
연기면 해밀리 산1-2,36.5323045,127.2688968
세종특별자치시 어진동 699,36.4999528,127.2567564
금남면 황용리 583-4,36.477373,127.318058
연기면 해밀리 산1-2,36.53237807,127.2688435
세종특별자치시 어진동 494,36.4998028,127.2587336
부강면 갈산리 산49-5,36.5403773,127.3637995
세종특별자치시 도담동 725,36.5116056,127.2538765
금남면 황용리 414-11,36.4765633,127.3214687
장군면 금암리 122,36.4573301,127.2319044
세종특별자치시 가람동 65,36.4715824,127.2524407
세종특별자치시 도담동 725,36.5115636,127.2543681
세종특별자치시 어진동 590,36.4970906,127.2588041
세종특별자치시 대평동 77-54,36.4710096,127.2840134
금남면 황용리 583-4,36.4774076,127.3162276
장군면 도계리 252-6,36.48993131,127.2047402
세종특별자치시 가람동 952,36.4718453,127.2527523
세종특별자치시 대평동 77-69,36.469752,127.2816929
금남면 장재리 213-9,36.478973,127.3094735
세종특별자치시 대평동 266-20,36.4691239,127.2791546
세종특별자치시 보람동 664-78,36.4741479,127.2828464
세종특별자치시 가람동 65,36.471395,127.2527326
세종특별자치시 어진동 590,36.4982846,127.2595183
장군면 금암리 122,36.4582659,127.2330777
금남면 황용리 414-11,36.4751793,127.3269487
부강면 부강리 283,36.5388398,127.364471
세종특별자치시 아름동 1467,36.5203767,127.249918
장군면 봉안리 351-3,36.4980578,127.2190923
세종특별자치시 한솔동 959,36.47629257,127.2576515
세종특별자치시 어진동 564,36.5035989,127.2619571
세종특별자치시 한솔동 937,36.47864473,127.2570986
세종특별자치시 어진동 699,36.5001069,127.2569112
부강면 행산리 579-1,36.5578427,127.3688512
세종특별자치시 도담동 725,36.511627,127.2544122
장군면 금암리 33,36.4614676,127.2376764
장군면 금암리 33,36.4631413,127.2415205
세종특별자치시 아름동 1467,36.520675,127.2486199
세종특별자치시 아름동 1462,36.5215236,127.2531785
금남면 황용리 583-4,36.4772592,127.3186505
세종특별자치시 고운동 430-1,36.5335544,127.2416612
세종특별자치시 한솔동 974,36.4764837,127.2522263
금남면 영대리 12-2,36.4740956,127.3411075
세종특별자치시 어진동 590,36.4989667,127.2605164
장군면 금암리 122,36.4577935,127.2324911
세종특별자치시 대평동 77-54,36.4708638,127.2837469
연기면 세종리 718-2,36.5087926,127.2816345
장군면 금암리 33,36.4589901,127.2335838
세종특별자치시 도담동 852,36.5078775,127.2601527
세종특별자치시 대평동 77-54,36.4713183,127.2844011
세종특별자치시 어진동 495,36.4973089,127.2576858
금남면 황용리 414-10,36.47672,127.3220922
금남면 황용리 414-11,36.4754877,127.3256962
세종특별자치시 가람동 957,36.465541,127.2461834
세종특별자치시 대평동 77-54,36.4704372,127.2832376
부강면 갈산리 401-1,36.5438128,127.3675465
세종특별자치시 아름동 884,36.5199581,127.2464049
세종특별자치시 어진동 494,36.4994716,127.259094
금남면 영대리 12-2,36.4733226,127.3464257
금남면 황용리 414-10,36.4757947,127.3258051
부강면 갈산리 산49-5,36.540165,127.3628519
세종특별자치시 어진동 590,36.4987619,127.2609202
세종특별자치시 아름동 1283,36.5151819,127.2464512
부강면 갈산리 401-1,36.5424926,127.3667084
금남면 영대리 67-6,36.4742088,127.3371452
세종특별자치시 아름동 1458,36.5194329,127.2546277
부강면 갈산리 산38-8,36.5405872,127.3609052
세종특별자치시 한솔동 980,36.4708761,127.2556548
세종특별자치시 도담동 725,36.5115448,127.2542455
부강면 행산리 579-1,36.560515,127.3697455
장군면 금암리 33,36.459865,127.2351037
세종특별자치시 한솔동 937,36.47864725,127.257042
금남면 황용리 583-4,36.4771011,127.3193772
금남면 황용리 581-1,36.4777157,127.316515
장군면 금암리 122,36.4552857,127.2293139
세종특별자치시 어진동 495,36.4972424,127.2571283
금남면 황용리 72,36.4749023,127.3321288
연기면 세종리 649,36.5143841,127.2883152
연기면 해밀리 산1-2,36.5322479,127.2687666
금남면 영대리 12-2,36.4735477,127.3447388
연동면 예양리 823-12,36.5722432,127.3162769
세종특별자치시 소담동 32-15,36.4809824,127.300126
세종특별자치시 나성동 701,36.4856168,127.2615247
장군면 금암리 122,36.4542885,127.228409
금남면 황용리 414-11,36.4764573,127.3218602
소담동 소담동,36.4806537,127.3082325
소담동 소담동,36.4813799,127.3078003
세종특별자치시 한솔동 937,36.47864222,127.2571551
금남면 발산리 226,36.4555863,127.2834521
장군면 금암리 122,36.4546239,127.228718
세종특별자치시 대평동 484-50,36.4657264,127.2732278
부강면 갈산리 401-1,36.5416226,127.3657885
세종특별자치시 어진동 494,36.4981871,127.2583248
세종특별자치시 가람동 957,36.467315,127.2488218
연기면 해밀리 산1-2,36.532425,127.2694112
부강면 갈산리 산38-8,36.5403037,127.3618233
세종특별자치시 아름동 1458,36.5192964,127.2544281
세종특별자치시 보람동 664-78,36.4749418,127.2814889
연기면 세종리 718-2,36.5116878,127.285024
세종특별자치시 아름동 1458,36.5191739,127.2550098
세종특별자치시 아름동 1283,36.5151445,127.2462394
세종특별자치시 가람동 710-4,36.4693706,127.2403999
금남면 감성리 74,36.4445426,127.2858625
세종특별자치시 가람동 957,36.4666332,127.2478911
세종특별자치시 아름동 1299,36.5147666,127.2434742
세종특별자치시 소담동 283-2,36.4911501,127.2989074
금남면 영대리 67-14,36.4751201,127.3340798
부강면 부강리 283,36.5369532,127.3672896
부강면 갈산리 401-1,36.5418153,127.3664459
금남면 황용리 72,36.4748864,127.3324859
세종특별자치시 어진동 699,36.5001627,127.2571786
세종특별자치시 아름동 1462,36.521459,127.2529223
세종특별자치시 가람동 957,36.4680591,127.2496403
세종특별자치시 아름동 1467,36.5201241,127.2498758
세종특별자치시 반곡동 산101,36.491246,127.301429
세종특별자치시 도담동 725,36.5116524,127.2541552
금남면 황용리 72,36.4749528,127.3331662
세종특별자치시 도담동 638,36.5150083,127.267811
금남면 황용리 583-4,36.47696,127.3199141
세종특별자치시 가람동 710-4,36.4689247,127.2411407
세종특별자치시 가람동 957,36.4664696,127.2476696
세종특별자치시 가람동 952,36.4719199,127.2525238
부강면 갈산리 401-1,36.5420203,127.3660087
부강면 갈산리 401-1,36.5422753,127.3665092
세종특별자치시 아름동 1458,36.5193226,127.2542827
세종특별자치시 가람동 710-4,36.4680121,127.2421761
세종특별자치시 가람동 957,36.4671605,127.2486225
장군면 금암리 33,36.4612849,127.2372877
세종특별자치시 대평동 77-54,36.470318,127.2829039
세종특별자치시 도담동 725,36.5116337,127.2540437
부강면 부강리 1141,36.5372891,127.3677559
금남면 황용리 583-4,36.4770396,127.3196567
세종특별자치시 아름동 1283,36.5151523,127.2460495
세종특별자치시 아름동 1458,36.5195031,127.2543368
세종특별자치시 대평동 266-20,36.469335,127.2797887
세종특별자치시 도담동 638,36.5150055,127.2673533
세종특별자치시 소담동 511,36.4869054,127.3005368
세종특별자치시 아름동 1462,36.5212409,127.2526453
소담동 소담동,36.4809396,127.3077129
세종특별자치시 가람동 952,36.47182357,127.2524348
세종특별자치시 한솔동 980,36.4696129,127.2584872
부강면 갈산리 산38-8,36.5404012,127.3615209
세종특별자치시 어진동 494,36.5001194,127.2589204
세종특별자치시 아름동 884,36.5203808,127.2477072
세종특별자치시 어진동 590,36.4992187,127.2604582
세종특별자치시 아름동 884,36.5193808,127.2463212
금남면 황용리 414-10,36.4753538,127.3275274
금남면 황용리 414-10,36.4764289,127.3232107
세종특별자치시 아름동 1467,36.5217344,127.2494137
세종특별자치시 도담동 725,36.5115163,127.2540113
금남면 황용리 72,36.4749329,127.3328316
세종특별자치시 도담동 843,36.5080599,127.2590346
세종특별자치시 어진동 495,36.495312,127.2568453
부강면 갈산리 401-1,36.5429273,127.367107
세종특별자치시 아름동 1458,36.5192613,127.2545736
세종특별자치시 아름동 1458,36.5193577,127.2541372
장군면 금암리 122,36.4559294,127.22991
세종특별자치시 대평동 568-7,36.4733315,127.278737
세종특별자치시 한솔동 1227,36.48252561,127.2563095
세종특별자치시 보람동 638-5,36.4780789,127.2952531
세종특별자치시 한솔동 980,36.47053687,127.256534
장군면 금암리 122,36.4549503,127.229016
장군면 금암리 33,36.4596285,127.2347602
세종특별자치시 보람동 313-1,36.4758323,127.294827
부강면 부강리 283,36.5374609,127.3661575
부강면 행산리 579-1,36.5617877,127.3701151
금남면 영대리 12-2,36.4741496,127.3411071
세종특별자치시 보람동 700-71,36.4775517,127.288406
세종특별자치시 어진동 699,36.4998823,127.257025
세종특별자치시 아름동 1467,36.5206988,127.2495465
금남면 황용리 583-4,36.4768366,127.3204062
세종특별자치시 아름동 884,36.5199133,127.2478792
세종특별자치시 아름동 1458,36.5192352,127.254719
세종특별자치시 대평동 574-2,36.46767,127.2680468
세종특별자치시 대평동 586-9,36.46980872,127.2713506
세종특별자치시 대평동 586-9,36.4693257,127.2715364
소담동 소담동,36.4803971,127.3082343
세종특별자치시 한솔동 1243,36.4724951,127.2511336
장군면 금암리 33,36.4615902,127.2385343
금남면 장재리 213-9,36.4780467,127.3113788
세종특별자치시 어진동 712,36.5067972,127.2661802
세종특별자치시 어진동 576,36.4991427,127.2671452
세종특별자치시 가람동 65,36.47141,127.2522415
세종특별자치시 아름동 1299,36.5147796,127.2441105
세종특별자치시 가람동 957,36.4645753,127.2445414
세종특별자치시 한솔동 1243,36.4716822,127.2536193
금남면 달전리 513-24,36.4715328,127.3537272
금남면 영대리 12-2,36.4739209,127.3404953
세종특별자치시 나성동 406-1,36.4869823,127.2608087
연기면 세종리 735-144,36.5037482,127.2865481
세종특별자치시 어진동 494,36.503301,127.2604195
세종특별자치시 대평동 268-3,36.468816,127.2729647
연기면 해밀리 산1-2,36.532406,127.2689113
세종특별자치시 보람동 629-5,36.4786614,127.2931721
세종특별자치시 아름동 1299,36.5146905,127.2442788
세종특별자치시 어진동 590,36.4982286,127.2635819
세종특별자치시 어진동 494,36.5070664,127.2616005
세종특별자치시 가람동 957,36.4662911,127.2479391
세종특별자치시 보람동 629-5,36.4779323,127.2917949
세종특별자치시 한솔동 1237,36.4746181,127.2550898
세종특별자치시 보람동 664-78,36.4747542,127.2847713
세종특별자치시 한솔동 1243,36.47150524,127.2537021
세종특별자치시 반곡동 203-40,36.4820747,127.3081849
부강면 갈산리 401-1,36.5435254,127.3677276
세종특별자치시 어진동 576,36.5005901,127.2636266
세종특별자치시 보람동 629-5,36.4764534,127.2886057
부강면 갈산리 401-1,36.5418213,127.3658874
부강면 행산리 579-1,36.5604527,127.3698913
세종특별자치시 아름동 1299,36.5147786,127.2439542
세종특별자치시 보람동 700-90,36.4755826,127.2846521
세종특별자치시 도담동 640,36.5149566,127.2652659
세종특별자치시 어진동 742,36.4960959,127.26704
부강면 갈산리 401-1,36.5437241,127.3678041
부강면 갈산리 401-1,36.5430987,127.3671391
부강면 행산리 579-1,36.5590955,127.3688745
금남면 영대리 67-6,36.4742413,127.3364977
금남면 달전리 513-24,36.4725534,127.3491437
세종특별자치시 보람동 638-5,36.4779552,127.2956782
부강면 갈산리 산49-5,36.5405413,127.3607603
세종특별자치시 도담동 725,36.5115516,127.2538882
세종특별자치시 보람동 629-5,36.4788479,127.2942194
세종특별자치시 대평동 266-20,36.4694267,127.2800445
세종특별자치시 어진동 564,36.5030559,127.2615939
세종특별자치시 한솔동 937,36.478546,127.2565094
연기면 세종리 718-1,36.5074324,127.2802404
부강면 갈산리 401-1,36.5422077,127.3656721
연동면 명학리 554-1,36.5370949,127.3369115
세종특별자치시 보람동 700-90,36.4763993,127.2840755
세종특별자치시 보람동 700-90,36.4753762,127.2847879
세종특별자치시 어진동 699,36.5001915,127.2574686
세종특별자치시 한솔동 1227,36.4826027,127.2565389
세종특별자치시 아름동 1458,36.5191126,127.2553007
세종특별자치시 아름동 807,36.5222469,127.2477897
연기면 해밀리 산1-2,36.5323328,127.2689619
부강면 갈산리 401-1,36.5422861,127.3668553
세종특별자치시 도담동 725,36.5116176,127.2543564
세종특별자치시 어진동 494,36.5030117,127.2602771
금남면 영대리 855-1,36.4741862,127.341196
부강면 갈산리 산38-8,36.5406316,127.3607931
세종특별자치시 아름동 884,36.5197041,127.2461506
부강면 갈산리 401-1,36.5424554,127.3664854
세종특별자치시 보람동 623-11,36.4819572,127.292707
세종특별자치시 보람동 664-78,36.4741547,127.2824781
금남면 영대리 855-1,36.4738634,127.3447808
세종특별자치시 아름동 1299,36.5147053,127.2437539
금남면 황용리 583-4,36.4773983,127.3177565
세종특별자치시 어진동 494,36.5020987,127.2598281
세종특별자치시 어진동 699,36.5001171,127.2571009
세종특별자치시 한솔동 959,36.47607256,127.2573693
세종특별자치시 어진동 754,36.4953451,127.2644046
세종특별자치시 나성동 143-3,36.4771304,127.2649529
세종특별자치시 보람동 629-5,36.4766803,127.2888714
금남면 황용리 414-11,36.4762877,127.3237364
부강면 행산리 579-1,36.560254,127.3698035
금남면 황용리 72,36.4749183,127.3318274
세종특별자치시 어진동 495,36.4950683,127.2567807
세종특별자치시 한솔동 1243,36.4708864,127.2552751
세종특별자치시 어진동 494,36.5005298,127.259709
장군면 금암리 33,36.4627758,127.2407319
세종특별자치시 대평동 586-9,36.4686345,127.2710664
소담동 소담동,36.4812851,127.3078437
소담동 소담동,36.481347,127.3076828
세종특별자치시 어진동 590,36.4981221,127.2638396
세종특별자치시 아름동 1462,36.5203795,127.2532453
세종특별자치시 대평동 77-54,36.4705629,127.2831695
세종특별자치시 어진동 699,36.5001063,127.2568108
세종특별자치시 나성동 499,36.4830041,127.2616499
연동면 응암리 564-7,36.5403468,127.3448134
세종특별자치시 한솔동 1227,36.48268359,127.2563947
세종특별자치시 아름동 884,36.5195756,127.2472014
부강면 갈산리 401-1,36.5420193,127.3658188
세종특별자치시 한솔동 937,36.47854287,127.2566322
세종특별자치시 대평동 484-30,36.4666988,127.2730625
세종특별자치시 한솔동 1227,36.48276371,127.2562107
세종특별자치시 보람동 700-90,36.474954,127.2850262
세종특별자치시 아름동 1284,36.5132269,127.2479885
세종특별자치시 가람동 710-4,36.4696025,127.2400071
금남면 황용리 72,36.4749958,127.3302931
세종특별자치시 보람동 629-5,36.4767732,127.2893504
세종특별자치시 도담동 843,36.5084671,127.2593098
부강면 행산리 579-1,36.5596298,127.3693729
부강면 행산리 579-1,36.5605244,127.3698125
세종특별자치시 대평동 77-54,36.4710475,127.2843143
세종특별자치시 아름동 1458,36.5193003,127.2550533
세종특별자치시 어진동 754,36.4953983,127.2654153
금남면 황용리 414-11,36.4760891,127.3236712
세종특별자치시 어진동 494,36.5058671,127.2615003
소담동 소담동,36.4809878,127.3080938
세종특별자치시 어진동 567,36.5058168,127.2650284
부강면 행산리 579-1,36.560765,127.3693078
세종특별자치시 어진동 576,36.5001616,127.2643004
세종특별자치시 가람동 952,36.47174143,127.2526811
세종특별자치시 보람동 664-78,36.4738953,127.2828041
세종특별자치시 도담동 647,36.515237,127.2625056
금남면 영대리 67-6,36.473679,127.3342372
세종특별자치시 보람동 664-78,36.4736359,127.2831301
세종특별자치시 어진동 495,36.4969382,127.2574772
금남면 두만리 213-1,36.4316234,127.2866163
세종특별자치시 어진동 699,36.4999641,127.2571358
세종특별자치시 나성동 760,36.4927008,127.2572162
세종특별자치시 어진동 494,36.4985578,127.2585222
세종특별자치시 어진동 495,36.4948066,127.2567274
세종특별자치시 한솔동 1243,36.47085055,127.2544289
세종특별자치시 대평동 77-69,36.4695596,127.2811702
세종특별자치시 대평동 566-5,36.4742803,127.2763953
세종특별자치시 한솔동 1227,36.4824387,127.2556826
금남면 황용리 583-4,36.4771717,127.3191199
금남면 장재리 213-9,36.4776089,127.312041
세종특별자치시 어진동 590,36.4967759,127.2589187
세종특별자치시 가람동 952,36.4718707,127.2526769
세종특별자치시 가람동 957,36.4683154,127.2502627
세종특별자치시 어진동 725,36.4995264,127.2621185
금남면 영대리 855-1,36.473778,127.3456407
금남면 황용리 414-11,36.4755934,127.3252712
세종특별자치시 보람동 664-7,36.4785707,127.2870017
세종특별자치시 가람동 957,36.4651353,127.246165
연동면 예양리 823-12,36.5706925,127.3145923
연동면 예양리 823-12,36.5721188,127.3165797
세종특별자치시 어진동 755,36.4928538,127.2659431
세종특별자치시 아름동 1462,36.5208442,127.2526156
세종특별자치시 가람동 957,36.4658089,127.2472296
세종특별자치시 어진동 494,36.5031775,127.260856
세종특별자치시 어진동 576,36.5011376,127.2603507
세종특별자치시 가람동 957,36.4659545,127.2474514
금남면 황용리 414-11,36.4760428,127.3234596
세종특별자치시 가람동 710-4,36.4694865,127.2401979
세종특별자치시 가람동 952,36.4717441,127.2524792
금남면 발산리 226,36.4556138,127.2835299
세종특별자치시 아름동 1467,36.5209134,127.2492764
세종특별자치시 가람동 710-4,36.4687816,127.2413095
금남면 황용리 581-1,36.4772577,127.3199785
세종특별자치시 도담동 686-31,36.5150512,127.2543459
세종특별자치시 한솔동 959,36.47619721,127.257708
세종특별자치시 아름동 1462,36.5205291,127.2541148
세종특별자치시 어진동 754,36.4958849,127.2628306
세종특별자치시 가람동 957,36.4661241,127.2471819
세종특별자치시 어진동 754,36.4952708,127.2646181
세종특별자치시 한솔동 959,36.47643394,127.2577687
세종특별자치시 어진동 754,36.4955125,127.2656402
세종특별자치시 어진동 754,36.4952953,127.2651572
세종특별자치시 대평동 268-3,36.4689448,127.2719035
금남면 황용리 72,36.4750522,127.3299134
부강면 부강리 1141,36.5369934,127.368071
세종특별자치시 대평동 268-3,36.4690148,127.2730521
장군면 도계리 252-6,36.4894334,127.197789
세종특별자치시 보람동 700-90,36.4757129,127.2868381
부강면 부강리 1141,36.5383778,127.3657256
세종특별자치시 대평동 266-22,36.4680096,127.2767101
세종특별자치시 대평동 268-3,36.4689562,127.2722939
세종특별자치시 가람동 65,36.4719265,127.2526941
세종특별자치시 보람동 700-90,36.4752557,127.2857487
장군면 봉안리 403-4,36.4967926,127.2173329
세종특별자치시 보람동 700-71,36.4778508,127.290211
세종특별자치시 대평동 77-45,36.4691959,127.2791428
세종특별자치시 한솔동 959,36.4762617,127.2575714
세종특별자치시 아름동 1467,36.5207932,127.2487863
세종특별자치시 대평동 586-9,36.4689343,127.2714776
소담동 소담동,36.4803186,127.3080101
세종특별자치시 한솔동 959,36.4762396,127.2572394
세종특별자치시 어진동 755,36.4932406,127.26729
금남면 달전리 513-24,36.472845,127.3480812
금남면 달전리 513-24,36.4714265,127.354074
세종특별자치시 아름동 1299,36.5151382,127.2438167
세종특별자치시 대평동 484-40,36.4666443,127.2715121
금남면 장재리 213-5,36.4794452,127.308543
금남면 황용리 72,36.4745757,127.331808
세종특별자치시 가람동 952,36.4715733,127.2527393
부강면 갈산리 산38-8,36.5394758,127.363751
세종특별자치시 도담동 647,36.514848,127.2593608
세종특별자치시 보람동 664-7,36.4795872,127.2897042
세종특별자치시 도담동 652,36.5134427,127.2609037
세종특별자치시 도담동 652,36.5131192,127.2610631
금남면 황용리 583-4,36.4773383,127.3183038
세종특별자치시 아름동 1464,36.5205043,127.2501513
세종특별자치시 도담동 647,36.5148516,127.2599413
금남면 황용리 583-4,36.4774006,127.3165848
세종특별자치시 아름동 1467,36.5211938,127.2494412
금남면 영대리 12-2,36.4738873,127.3409308
세종특별자치시 아름동 1467,36.5217107,127.2485095
세종특별자치시 어진동 742,36.4971941,127.2653553
세종특별자치시 아름동 1467,36.5204246,127.248935
세종특별자치시 아름동 1467,36.520411,127.2496386
세종특별자치시 보람동 664-52,36.4758664,127.2806309
세종특별자치시 한솔동 1102,36.4792177,127.2462907
세종특별자치시 한솔동 1102,36.4789022,127.2463209
세종특별자치시 한솔동 1243,36.4714449,127.2527775
세종특별자치시 한솔동 959,36.47625954,127.2578773
세종특별자치시 한솔동 959,36.47610373,127.257454
연동면 응암리 564-7,36.5403647,127.3447797
금남면 영대리 67-6,36.4741488,127.3376925
부강면 행산리 579-1,36.5612655,127.3702198
금남면 영대리 67-14,36.4757141,127.3339297
연기면 세종리 735-144,36.5044065,127.2821103
세종특별자치시 보람동 313-1,36.4759778,127.2950489
세종특별자치시 보람동 664-78,36.4723681,127.285128
금남면 영대리 12-2,36.4742038,127.3411178
금남면 황용리 72,36.4749411,127.3309853
세종특별자치시 도담동 843,36.5081095,127.2597821
세종특별자치시 대평동 484-40,36.4664737,127.2716141
세종특별자치시 보람동 664-78,36.4734593,127.2837454
금남면 장재리 213-9,36.4783305,127.3105839
세종특별자치시 가람동 65,36.4718468,127.252918
세종특별자치시 나성동 760,36.4923044,127.2572312
세종특별자치시 도담동 843,36.5081263,127.2595699
세종특별자치시 아름동 1458,36.515078,127.2514205
금남면 황용리 414-11,36.4752761,127.326535
연동면 합강리 10-63,36.5290099,127.3229204
세종특별자치시 가람동 952,36.4718199,127.2528278
세종특별자치시 가람동 952,36.4716861,127.2528226
세종특별자치시 대평동 266-20,36.4689298,127.278353
세종특별자치시 한솔동 1243,36.47157368,127.2535143
부강면 갈산리 401-1,36.5426184,127.3666404
세종특별자치시 도담동 843,36.5084471,127.2589863
세종특별자치시 대평동 77-45,36.4701686,127.2820349
연기면 해밀리 산1-2,36.5321759,127.2688143
세종특별자치시 아름동 1458,36.519449,127.2543261
세종특별자치시 대평동 266-22,36.4692557,127.2800907
부강면 갈산리 401-1,36.5416157,127.3662018
세종특별자치시 대평동 268-3,36.4689557,127.2736998
세종특별자치시 어진동 567,36.4983399,127.2611698
세종특별자치시 보람동 664-78,36.4747425,127.2843251
부강면 갈산리 401-1,36.5429086,127.3669731
세종특별자치시 보람동 664-78,36.47233,127.2847824
세종특별자치시 보람동 664-78,36.4731172,127.2837932
세종특별자치시 어진동 495,36.4962212,127.2566804
세종특별자치시 어진동 742,36.4959531,127.2672534
세종특별자치시 대평동 266-22,36.469613,127.2810581
세종특별자치시 대평동 266-20,36.4686917,127.2777192
세종특별자치시 가람동 957,36.4646798,127.2453884
세종특별자치시 어진동 494,36.4982555,127.2577214
세종특별자치시 어진동 494,36.4983636,127.2577204
금남면 황용리 583-4,36.4774031,127.3154353
금남면 장재리 213-5,36.4780146,127.3104975
금남면 장재리 213-5,36.4783009,127.3101378
세종특별자치시 아름동 1462,36.5201653,127.2535712
세종특별자치시 가람동 65,36.4714938,127.2526759
금남면 황용리 583-4,36.4774374,127.3182918
세종특별자치시 나성동 760,36.4920881,127.2572444
세종특별자치시 어진동 742,36.497417,127.2649625
연기면 해밀리 산1-2,36.5323894,127.2690922
세종특별자치시 나성동 760,36.4925025,127.2572181
소담동 소담동,36.4814966,127.3074951
세종특별자치시 가람동 952,36.47171377,127.2527518
금남면 영대리 60-3,36.4744781,127.335324
세종특별자치시 아름동 1462,36.5207814,127.2541012
금남면 황용리 414-11,36.4761523,127.3236929
부강면 부강리 283,36.5362814,127.3680768
부강면 부강리 1141,36.5370727,127.3677353
금남면 장재리 213-9,36.4787673,127.3097543
세종특별자치시 아름동 1464,36.5205792,127.2520264
세종특별자치시 대평동 580-1,36.468568,127.2604365
세종특별자치시 어진동 557,36.5019568,127.2645848
세종특별자치시 대평동 77-45,36.4715082,127.2844998
금남면 용포리 237-24,36.4622696,127.2768414
금남면 영대리 67-6,36.4742541,127.3371894
세종특별자치시 가람동 957,36.4649037,127.245163
세종특별자치시 가람동 957,36.4648073,127.2455991
세종특별자치시 보람동 638-5,36.4783214,127.2951058
세종특별자치시 보람동 313-1,36.4767234,127.296158
금남면 황용리 583-4,36.4774057,127.3174775
세종특별자치시 대평동 77-45,36.4693975,127.2796988
세종특별자치시 가람동 952,36.47152567,127.2525468
세종특별자치시 가람동 957,36.4656632,127.2469856
세종특별자치시 어진동 494,36.4986303,127.2585773
금남면 달전리 513-24,36.471031,127.3542558
금남면 황용리 581-1,36.4774518,127.3192402
세종특별자치시 어진동 747,36.4937789,127.2683677
세종특별자치시 아름동 1464,36.5212886,127.2516287
세종특별자치시 도담동 843,36.5084395,127.2592208
세종특별자치시 도담동 843,36.5083933,127.2590315
세종특별자치시 보람동 664-78,36.4728577,127.2841192
세종특별자치시 어진동 494,36.4991062,127.2582938
세종특별자치시 어진동 494,36.4991999,127.2588845
세종특별자치시 가람동 65,36.4720077,127.2527044
세종특별자치시 어진동 576,36.5007424,127.26348
세종특별자치시 보람동 313-1,36.4762686,127.2954591
금남면 달전리 513-24,36.4718854,127.3522625
세종특별자치시 보람동 313-1,36.4761412,127.2952371
세종특별자치시 가람동 957,36.4658599,127.2467382
세종특별자치시 어진동 494,36.4987441,127.2580405
세종특별자치시 도담동 843,36.5080522,127.259258
세종특별자치시 보람동 664-78,36.471998,127.2850309
연기면 세종리 718-1,36.5131469,127.2863727
세종특별자치시 아름동 1462,36.5202679,127.2541396
세종특별자치시 대평동 77-69,36.4698082,127.2820494
세종특별자치시 아름동 1299,36.5147862,127.2437308
금남면 황용리 581-1,36.4770992,127.3206271
금남면 황용리 72,36.4749159,127.3313479
세종특별자치시 어진동 576,36.5008971,127.2608106
세종특별자치시 어진동 494,36.4980148,127.258159
부강면 갈산리 산38-8,36.5396543,127.3634145
연동면 예양리 823-12,36.5713545,127.3153127
세종특별자치시 가람동 957,36.4650312,127.2453738
금남면 장재리 213-5,36.4776429,127.3116948
연동면 예양리 823-12,36.571883,127.3163247
연동면 예양리 823-12,36.5709671,127.3153384
세종특별자치시 보람동 664-78,36.4744082,127.2841831
세종특별자치시 보람동 664-78,36.4725893,127.2844453
금남면 영대리 67-14,36.4744144,127.3384602
세종특별자치시 대평동 77-54,36.470738,127.2838151
연동면 예양리 823-12,36.5716563,127.3160809
세종특별자치시 대평동 266-22,36.4681382,127.2770995
부강면 갈산리 401-1,36.5427455,127.3668069
세종특별자치시 아름동 884,36.5201943,127.2467153
금남면 영대리 12-2,36.4739637,127.3400709
세종특별자치시 대평동 268-3,36.4691816,127.2737981
세종특별자치시 도담동 843,36.5084209,127.2591205
세종특별자치시 도담동 640,36.5149963,127.2658573
세종특별자치시 어진동 494,36.4988255,127.2580955
금남면 영대리 67-14,36.4744648,127.3378014
세종특별자치시 대평동 268-3,36.4693351,127.2738525
세종특별자치시 어진동 742,36.4980086,127.2644435
부강면 부강리 1141,36.5373502,127.3673869
금남면 영대리 60-3,36.4745861,127.3353007
금남면 달전리 513-24,36.4718043,127.3522632
금남면 달전리 513-24,36.4730723,127.3484475
부강면 부강리 1141,36.5382282,127.3664081
세종특별자치시 어진동 576,36.5006154,127.2633472
금남면 용포리 237-24,36.4624517,127.277141
세종특별자치시 어진동 576,36.5005676,127.2629012
금남면 발산리 226,36.455632,127.2835632
세종특별자치시 어진동 754,36.4956782,127.2634969
세종특별자치시 대평동 574-2,36.4673656,127.2679844
세종특별자치시 대평동 586-9,36.4666919,127.2705502
세종특별자치시 대평동 586-9,36.4678291,127.2711211
세종특별자치시 아름동 1467,36.5212382,127.2478999
금남면 장재리 213-5,36.4784451,127.3101365
금남면 장재리 213-9,36.4778708,127.3121392
금남면 황용리 414-11,36.4762456,127.3226655
금남면 장재리 213-9,36.4777673,127.3129547
금남면 달전리 산3-1,36.4704039,127.3566377
금남면 감성리 74,36.4446152,127.285951
세종특별자치시 아름동 1299,36.5150473,127.2436948
금남면 황용리 414-10,36.4754595,127.3270913
금남면 영대리 60-3,36.4745129,127.3318644
금남면 황용리 72,36.474893,127.3288716
세종특별자치시 어진동 754,36.4955723,127.2638051
